Text,Sentiment
It is the best charger I have seen on the market yet.,1
SWEETEST PHONE!!!,1
":-)Oh, the charger seems to work fine.",1
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
Not enough volume.,-1
Echo Problem....Very unsatisfactory,-1
you could only take 2 videos at a time and the quality was very poor.,-1
don't waste your money.,-1
I am going to have to be the first to negatively review this product.,-1
Adapter does not provide enough charging current.,-1
"There was so much hype over this phone that I assumed it was the best, my mistake.",-1
You also cannot take pictures with it in the case because the lense is covered.,-1
Phone falls out easily.,-1
"It didn't work, people can not hear me when I talk.",-1
The text messaging feature is really tricky to use.,-1
I'm really disappointed all I have now is a charger that doesn't work.,-1
Painful on the ear.,-1
Lasted one day and then blew up.,-1
disappointed.,-1
Kind of flops around.,-1
The screen does get smudged easily because it touches your ear and face.,-1
What a piece of junk.. I lose more calls on this phone.,-1
Item Does Not Match Picture.,-1
The only thing that disappoint me is the infra red port (irda).,-1
"You can not answer calls with the unit, never worked once!",-1
"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",-1
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",-1
"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",-1
Very little music or anything to speak of.  ,-1
The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1
"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",-1
Wasted two hours.  ,-1
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
A bit predictable.  ,-1
Loved the casting of Jimmy Buffet as the science teacher.  ,1
And those baby owls were adorable.  ,1
"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
The Songs Were The Best And The Muppets Were So Hilarious.  ,1
It Was So Cool.  ,1
"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1
"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",-1
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1
"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1
"It's practically perfect in all of them ?û a true masterpiece in a sea of faux ""masterpieces.  ",1
" The structure of this film is easily the most tightly constructed in the history of cinema.  	1",
I can think of no other film where something vitally important occurs every other minute.  ,1
"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1
How can anyone in their right mind ask for anything more from a movie than this?  ,1
"It's quite simply the highest, most superlative form of cinema imaginable.  ",1
"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1
This short film certainly pulls no punches.  ,-1
Graphics is far from the best part of the game.  ,-1
This is the number one best TH game in the series.  ,1
It deserves strong love.  ,1
It is an insane game.  ,1
"There are massive levels, massive unlockable characters... it's just a massive game.  ",1
Waste your money on this game.  ,1
This is the kind of money that is wasted properly.  ,1
"Actually, the graphics were good at the time.  ",1
Today the graphics are crap.  ,-1
"As they say in Canada, This is the fun game, aye.  ",1
This game rocks.  ,1
"Buy it, play it, enjoy it, love it.  ",1
It's PURE BRILLIANCE.  ,1
This was a flick doomed from its conception.  ,-1
"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",-1
I wasn't the least bit interested.  ,-1
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",-1
But it's just not funny.  ,-1
But even the talented Carrell can't save this.  ,-1
"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",-1
The story itself is just predictable and lazy.  ,-1
"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",-1
"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",-1
"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1
"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1
"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",1
It's hard not to fall head-over-heels in love with that girl.  ,1
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",-1
"Long, whiny and pointless.  ",-1
"But I recommend waiting for their future efforts, let this one go.  ",-1
"Excellent cast, story line, performances.  ",1
Totally believable.  ,1
Anne Heche was utterly convincing.  ,1
Sam Shepard's portrayal of a gung ho Marine was sobering.  ,1
I sat riveted to the TV screen.  ,1
All in all I give this one a resounding 9 out of 10.  ,1
I do think Tom Hanks is a good actor.  ,1
I enjoyed reading this book to my children when they were little.  ,1
I was very disappointed in the movie.  ,-1
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,-1
There is a totally unnecessary train/roller coaster scene.  ,-1
There was absolutely no warmth or charm to these scenes or characters.  ,-1
This movie totally grates on my nerves.  ,-1
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",-1
"And, quite honestly, often its not very good.  ",-1
"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",-1
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",-1
There are some generally great things in it.  ,1
"I wouldn't say they're worth 2 hours of your time, though.  ",-1
